Type	ID	Name
12	256	CKA3InGameActivatorInterface
12	273	CKTrailShockWaveNodeFx
12	274	CKTrailShockWaveFxData
12	278	CKInputIconNodeFx
12	279	CKInputIconFxData
12	280	CKTargetCursorNodeFx
12	281	CKTargetCursorFxData
12	283	CKPxContainer
12	284	CKPxMesh
12	286	CKPxBoxShape
12	287	CKPxSphereShape
12	288	CKPxCapsuleShape
12	289	CKPxMeshShape
12	291	CKPxMotor
12	292	CKPxAxleShaft
12	293	CKPxBrake
12	294	CKPxBody
12	296	CKLinkedBeaconSeq
12	301	CKPxD6Joint
12	308	CKPxContactJoint
12	310	CKPxSphericalJoint
12	311	CKPxSpringJoint
12	313	CKPxFilter
12	321	CKGameSekens
12	322	CKPxFixedJoint
12	323	CKWave
12	329	CKPxCylinderShape
12	331	CKPxPrismaticJoint
12	333	CKPxWheelJoint
12	334	CKObjectManager
12	335	CKA3GameManager
12	336	CKA3Player
12	337	CKA3GameStructure
12	338	CKA3GameSpawnPoint
12	339	CKA3GameModule
12	341	CKA3GameState
12	342	CKA3GameBirdlime
12	343	CKA3GameShield
12	344	CKA3GameTalc
12	345	CKPxConstraintReport
12	346	CKPxParameterReport
12	347	CKTriggerSynchro
12	352	CKPxKinematic
12	353	CKGameLevel
12	354	CKA3GameLevel
12	355	CKCounterFxData
12	356	CKCounterNodeFx
12	357	CKA3InGameInterfaceCenter
12	358	CKA3InGameInterfaceLeft
12	359	CKA3InGameInterfaceRight
12	361	CKStreamObject
12	362	CKStreamWave
12	373	CKA3InGameSoundActivator
12	374	CKA3MenuMain
12	377	CKQuadtreeAgentBranch
12	378	CKQuadtreeAgentLeaf
12	382	CKQuadtreeCell
12	383	CKQuadtree
12	385	CKDisplayBox
12	389	CKInputAnchor
12	390	CKOutputAnchor
12	393	CKInputBlockSequential
12	396	CKInterfaceButton
12	397	CKInterfaceButtonDouble
12	398	CKInterfaceScrollingMenu
12	401	CKLogicalBlockXor
12	402	CKLogicalBlockOr
12	403	CKLogicalBlockNor
12	404	CKLogicalBlockNand
12	405	CKLogicalBlockAnd
12	407	CKSekensBlock
12	408	CKSekensMarker
12	411	WIN32_CKInputBlockPosition
12	414	PS2_CKInputBlockPosition
12	416	CKLocText
12	417	CKTrcText
12	418	CKStdText
12	419	CKLocSpeaker
12	423	CKA3MenuBonus
12	424	CKA3MenuChapter
12	425	CKA3MenuCharacter
12	426	CKA3MenuExplanation
12	427	CKA3MenuLanguage
12	428	CKA3MenuLoadSave
12	429	CKA3MenuOlympicChar
12	430	CKA3MenuOlympicMode
12	431	CKA3MenuOlympicProgress
12	432	CKA3MenuOlympicTest
12	433	CKA3MenuOptionInGame
12	434	CKA3MenuOptionOutGame
12	435	CKA3MenuPauseOlympic
12	436	CKA3MenuPauseStory
12	437	CKA3MenuPressStart
12	438	CKA3MenuRecord
12	439	CKA3MenuRecordInfo
12	440	CKA3MenuRecordName
12	441	CKA3MenuResult
12	442	CKA3MenuSeries
12	443	CKA3MenuSeriesProgress
12	444	CKA3MenuSkill
12	445	CKA3MenuStatistic
12	446	CKA3MenuStory
12	447	CKA3MenuVideo
12	451	CKA3InGameOlympicLeft
12	452	CKA3InGameOlympicRight
12	453	CKA3InGameOlympicCenter
12	456	REV_CKInputBlockPosition
12	461	CKMenuMessageBox
12	462	CKA3InGameSoundActivatorEOLeft
12	463	CKA3InGameSoundActivatorEORight
12	465	CKA3InGameDDRLeftInterface
12	466	CKA3InGameInterfaceHola
12	467	CKA3InGameDDRRightInterface
12	468	CKA3MenuOptionSoundOutGame
12	469	CKA3MenuOptionScreenOutGame
12	470	CKA3MenuOptionGraphicOutGame
12	471	CKA3MenuOptionSoundInGame
12	472	CKA3MenuOptionScreenInGame
12	473	CKA3MenuOptionGraphicInGame
12	474	CKA3MenuPostCard
12	475	CKBsptreeNode
12	476	CKBsptree
12	477	CKA3MenuShop
12	479	CKA3MenuNunchuk
12	492	CKInputBlockSingleAction
12	494	CKInputBlockStickCircleAction
12	501	CKA3MenuOptionOutGamePC
12	502	CKA3MenuOptionOutGamePS2
12	503	CKA3MenuOptionGraphicOutGamePC
12	505	CKInputBlockDoubleAction
12	512	CKA3MenuOptionControlsOutGamePC
12	513	CKA3MenuOptionKeyboardConfigOutGamePC
12	515	CKA3MenuOptionRecapitulationOutGamePC
12	516	CKA3MenuMain_PC
13	1	CRenderer
13	3	CCloneManager
13	5	CKIKChain
13	6	CKAnimatedChain
13	8	CAnimationManager
13	10	CBlurData
13	12	CColorTextButton2d
13	13	CKPBuffer
13	14	CPostRenderingFx
13	15	CBillboard2d
13	16	CManager2d
13	17	CMenuManager
13	19	CContainer2d
13	20	CScene2d
13	21	CHDRData
13	22	CBillboardList2d
13	23	CText2d
13	24	CKSpawnPoolParams
13	25	CBillboardButton2d
13	26	CBackgroundManager
13	27	CKFlashUI
13	28	CKFlashManager
13	30	CKFlashAnimation
13	31	CKFlashText
13	33	CKFlashMessageIn
13	34	CKFlashMessageOut
13	36	CLightManager
13	37	CLightSet
13	39	CVideoManager
13	41	WIN32_CKVideo
13	45	CKAnmKeyFrameController
13	46	CSpawnManager
13	47	CKSpawnPool
13	48	CFlashHotSpot
13	49	CDistortionScreenFx
13	50	CDistortionScreenData
13	51	CColorizedScreenFx
13	52	CFlashMessageBox2d
13	53	CKBlenderController
13	54	CKVideoSegment
13	55	CSectorAnimation
13	56	CKSurfaceParticlesRendable
13	57	CSpawnPoolRenderParam
13	61	CShaderManager
13	109	CLensFlareFx
13	150	CLensFlareData
14	1	CKGLError
14	2	CKCoreError
14	3	CKILError
